Count	Time	Value	Diff	Status
0	16/08/2013 13:01:30 CEST	4.097,02	0,00	Real-time index
0	16/08/2013 13:01:15 CEST	4.097,11	0,00	Real-time index
0	16/08/2013 13:01:00 CEST	4.096,85	0,00	Real-time index
0	16/08/2013 13:00:45 CEST	4.096,62	0,00	Real-time index
0	16/08/2013 13:00:30 CEST	4.096,47	0,00	Real-time index
0	16/08/2013 13:00:15 CEST	4.095,37	0,00	Real-time index
0	16/08/2013 13:00:00 CEST	4.095,89	0,00	Real-time index
0	16/08/2013 12:59:45 CEST	4.095,56	0,00	Real-time index
0	16/08/2013 12:59:30 CEST	4.095,43	0,00	Real-time index
0	16/08/2013 12:59:15 CEST	4.094,55	0,00	Real-time index
0	16/08/2013 12:59:00 CEST	4.094,83	0,00	Real-time index
0	16/08/2013 12:58:45 CEST	4.094,91	0,00	Real-time index
0	16/08/2013 12:58:30 CEST	4.094,86	0,00	Real-time index
0	16/08/2013 12:58:15 CEST	4.094,78	0,00	Real-time index
0	16/08/2013 12:58:00 CEST	4.094,86	0,00	Real-time index
0	16/08/2013 12:57:45 CEST	4.094,87	0,00	Real-time index
0	16/08/2013 12:57:30 CEST	4.094,93	0,00	Real-time index
0	16/08/2013 12:57:15 CEST	4.094,74	0,00	Real-time index
0	16/08/2013 12:57:00 CEST	4.094,95	0,00	Real-time index
0	16/08/2013 12:56:45 CEST	4.094,81	0,00	Real-time index
0	16/08/2013 12:56:30 CEST	4.095,09	0,00	Real-time index
0	16/08/2013 12:56:15 CEST	4.094,89	0,00	Real-time index
0	16/08/2013 12:56:00 CEST	4.093,43	0,00	Real-time index
0	16/08/2013 12:55:45 CEST	4.092,90	0,00	Real-time index
0	16/08/2013 12:55:30 CEST	4.092,78	0,00	Real-time index
0	16/08/2013 12:55:15 CEST	4.092,80	0,00	Real-time index
0	16/08/2013 12:55:00 CEST	4.092,71	0,00	Real-time index
0	16/08/2013 12:54:45 CEST	4.092,57	0,00	Real-time index
0	16/08/2013 12:54:30 CEST	4.092,25	0,00	Real-time index
0	16/08/2013 12:54:15 CEST	4.092,38	0,00	Real-time index
0	16/08/2013 12:54:00 CEST	4.092,25	0,00	Real-time index
0	16/08/2013 12:53:45 CEST	4.092,17	0,00	Real-time index
0	16/08/2013 12:53:30 CEST	4.092,20	0,00	Real-time index
0	16/08/2013 12:53:15 CEST	4.092,29	0,00	Real-time index
0	16/08/2013 12:53:00 CEST	4.091,70	0,00	Real-time index
0	16/08/2013 12:52:45 CEST	4.092,51	0,00	Real-time index
0	16/08/2013 12:52:30 CEST	4.093,41	0,00	Real-time index
0	16/08/2013 12:52:15 CEST	4.093,47	0,00	Real-time index
0	16/08/2013 12:52:00 CEST	4.094,80	0,00	Real-time index
0	16/08/2013 12:51:45 CEST	4.094,78	0,00	Real-time index
0	16/08/2013 12:51:30 CEST	4.095,07	0,00	Real-time index
0	16/08/2013 12:51:15 CEST	4.094,96	0,00	Real-time index
0	16/08/2013 12:51:00 CEST	4.095,86	0,00	Real-time index
0	16/08/2013 12:50:45 CEST	4.096,09	0,00	Real-time index
0	16/08/2013 12:50:30 CEST	4.096,01	0,00	Real-time index
0	16/08/2013 12:50:00 CEST	4.096,13	0,00	Real-time index
0	16/08/2013 12:49:30 CEST	4.096,08	0,00	Real-time index
0	16/08/2013 12:49:15 CEST	4.095,94	0,00	Real-time index
0	16/08/2013 12:49:00 CEST	4.096,07	0,00	Real-time index
0	16/08/2013 12:48:45 CEST	4.095,86	0,00	Real-time index
0	16/08/2013 12:48:30 CEST	4.095,79	0,00	Real-time index
0	16/08/2013 12:48:15 CEST	4.095,89	0,00	Real-time index
0	16/08/2013 12:48:00 CEST	4.095,98	0,00	Real-time index
0	16/08/2013 12:47:45 CEST	4.095,96	0,00	Real-time index
0	16/08/2013 12:47:30 CEST	4.096,09	0,00	Real-time index
0	16/08/2013 12:47:15 CEST	4.096,12	0,00	Real-time index
0	16/08/2013 12:47:00 CEST	4.096,29	0,00	Real-time index
0	16/08/2013 12:46:45 CEST	4.096,41	0,00	Real-time index
0	16/08/2013 12:46:30 CEST	4.096,53	0,00	Real-time index
0	16/08/2013 12:46:15 CEST	4.096,55	0,00	Real-time index
0	16/08/2013 12:46:00 CEST	4.096,92	0,00	Real-time index
0	16/08/2013 12:45:45 CEST	4.097,00	0,00	Real-time index
0	16/08/2013 12:45:30 CEST	4.097,69	0,00	Real-time index
0	16/08/2013 12:45:15 CEST	4.097,75	0,00	Real-time index
0	16/08/2013 12:45:00 CEST	4.097,46	0,00	Real-time index
0	16/08/2013 12:44:45 CEST	4.097,49	0,00	Real-time index
0	16/08/2013 12:44:30 CEST	4.097,32	0,00	Real-time index
0	16/08/2013 12:44:15 CEST	4.097,20	0,00	Real-time index
0	16/08/2013 12:44:00 CEST	4.096,84	0,00	Real-time index
0	16/08/2013 12:43:45 CEST	4.096,86	0,00	Real-time index
0	16/08/2013 12:43:30 CEST	4.097,40	0,00	Real-time index
0	16/08/2013 12:43:15 CEST	4.097,51	0,00	Real-time index
0	16/08/2013 12:43:00 CEST	4.098,44	0,00	Real-time index
0	16/08/2013 12:42:45 CEST	4.098,35	0,00	Real-time index
0	16/08/2013 12:42:30 CEST	4.098,31	0,00	Real-time index
0	16/08/2013 12:42:15 CEST	4.098,18	0,00	Real-time index
0	16/08/2013 12:42:00 CEST	4.098,33	0,00	Real-time index
0	16/08/2013 12:41:45 CEST	4.098,06	0,00	Real-time index
0	16/08/2013 12:41:30 CEST	4.098,14	0,00	Real-time index
0	16/08/2013 12:41:15 CEST	4.098,33	0,00	Real-time index
0	16/08/2013 12:41:00 CEST	4.098,38	0,00	Real-time index
0	16/08/2013 12:40:45 CEST	4.098,57	0,00	Real-time index
0	16/08/2013 12:40:30 CEST	4.098,53	0,00	Real-time index
0	16/08/2013 12:40:15 CEST	4.098,58	0,00	Real-time index
0	16/08/2013 12:40:00 CEST	4.098,09	0,00	Real-time index
0	16/08/2013 12:39:45 CEST	4.098,06	0,00	Real-time index
0	16/08/2013 12:39:30 CEST	4.097,89	0,00	Real-time index
0	16/08/2013 12:39:15 CEST	4.097,86	0,00	Real-time index
0	16/08/2013 12:39:00 CEST	4.098,01	0,00	Real-time index
0	16/08/2013 12:38:45 CEST	4.097,89	0,00	Real-time index
0	16/08/2013 12:38:30 CEST	4.097,51	0,00	Real-time index
0	16/08/2013 12:38:15 CEST	4.096,98	0,00	Real-time index
0	16/08/2013 12:38:00 CEST	4.097,18	0,00	Real-time index
0	16/08/2013 12:37:45 CEST	4.097,04	0,00	Real-time index
0	16/08/2013 12:37:30 CEST	4.096,82	0,00	Real-time index
0	16/08/2013 12:37:15 CEST	4.096,73	0,00	Real-time index
0	16/08/2013 12:37:00 CEST	4.096,77	0,00	Real-time index
0	16/08/2013 12:36:45 CEST	4.096,81	0,00	Real-time index
0	16/08/2013 12:36:15 CEST	4.096,27	0,00	Real-time index
0	16/08/2013 12:36:00 CEST	4.094,81	0,00	Real-time index
0	16/08/2013 12:35:45 CEST	4.094,51	0,00	Real-time index
0	16/08/2013 12:35:30 CEST	4.094,40	0,00	Real-time index
0	16/08/2013 12:35:15 CEST	4.094,33	0,00	Real-time index
0	16/08/2013 12:35:00 CEST	4.094,45	0,00	Real-time index
0	16/08/2013 12:34:45 CEST	4.094,65	0,00	Real-time index
0	16/08/2013 12:34:30 CEST	4.094,64	0,00	Real-time index
0	16/08/2013 12:34:15 CEST	4.094,65	0,00	Real-time index
0	16/08/2013 12:34:00 CEST	4.094,67	0,00	Real-time index
0	16/08/2013 12:33:45 CEST	4.094,71	0,00	Real-time index
0	16/08/2013 12:33:30 CEST	4.094,69	0,00	Real-time index
0	16/08/2013 12:33:15 CEST	4.094,74	0,00	Real-time index
0	16/08/2013 12:33:00 CEST	4.094,76	0,00	Real-time index
0	16/08/2013 12:32:45 CEST	4.094,65	0,00	Real-time index
0	16/08/2013 12:32:30 CEST	4.094,73	0,00	Real-time index
0	16/08/2013 12:32:15 CEST	4.095,00	0,00	Real-time index
0	16/08/2013 12:32:00 CEST	4.095,08	0,00	Real-time index
0	16/08/2013 12:31:45 CEST	4.094,43	0,00	Real-time index
0	16/08/2013 12:31:30 CEST	4.094,14	0,00	Real-time index
0	16/08/2013 12:31:15 CEST	4.094,18	0,00	Real-time index
0	16/08/2013 12:31:00 CEST	4.094,22	0,00	Real-time index
0	16/08/2013 12:30:45 CEST	4.094,26	0,00	Real-time index
0	16/08/2013 12:30:30 CEST	4.094,21	0,00	Real-time index
0	16/08/2013 12:30:15 CEST	4.094,23	0,00	Real-time index
0	16/08/2013 12:30:00 CEST	4.093,89	0,00	Real-time index
0	16/08/2013 12:29:45 CEST	4.093,87	0,00	Real-time index
0	16/08/2013 12:29:30 CEST	4.093,69	0,00	Real-time index
0	16/08/2013 12:29:15 CEST	4.093,66	0,00	Real-time index
0	16/08/2013 12:29:00 CEST	4.093,95	0,00	Real-time index
0	16/08/2013 12:28:45 CEST	4.094,03	0,00	Real-time index
0	16/08/2013 12:28:30 CEST	4.094,08	0,00	Real-time index
0	16/08/2013 12:28:15 CEST	4.094,05	0,00	Real-time index
0	16/08/2013 12:28:00 CEST	4.094,02	0,00	Real-time index
0	16/08/2013 12:27:45 CEST	4.093,64	0,00	Real-time index
0	16/08/2013 12:27:30 CEST	4.093,89	0,00	Real-time index
0	16/08/2013 12:27:15 CEST	4.094,04	0,00	Real-time index
0	16/08/2013 12:27:00 CEST	4.093,86	0,00	Real-time index
0	16/08/2013 12:26:45 CEST	4.093,79	0,00	Real-time index
0	16/08/2013 12:26:30 CEST	4.093,85	0,00	Real-time index
0	16/08/2013 12:26:15 CEST	4.093,76	0,00	Real-time index
0	16/08/2013 12:26:00 CEST	4.093,98	0,00	Real-time index
0	16/08/2013 12:25:45 CEST	4.094,07	0,00	Real-time index
0	16/08/2013 12:25:30 CEST	4.094,19	0,00	Real-time index
0	16/08/2013 12:25:15 CEST	4.093,74	0,00	Real-time index
0	16/08/2013 12:25:00 CEST	4.094,02	0,00	Real-time index
0	16/08/2013 12:24:45 CEST	4.095,04	0,00	Real-time index
0	16/08/2013 12:24:30 CEST	4.095,12	0,00	Real-time index
0	16/08/2013 12:24:15 CEST	4.095,26	0,00	Real-time index
0	16/08/2013 12:24:00 CEST	4.095,07	0,00	Real-time index
0	16/08/2013 12:23:45 CEST	4.095,29	0,00	Real-time index
0	16/08/2013 12:23:30 CEST	4.095,77	0,00	Real-time index
0	16/08/2013 12:23:15 CEST	4.096,30	0,00	Real-time index
0	16/08/2013 12:23:00 CEST	4.096,40	0,00	Real-time index
0	16/08/2013 12:22:45 CEST	4.096,63	0,00	Real-time index
0	16/08/2013 12:22:30 CEST	4.096,45	0,00	Real-time index
0	16/08/2013 12:22:15 CEST	4.096,99	0,00	Real-time index
0	16/08/2013 12:22:00 CEST	4.097,17	0,00	Real-time index
0	16/08/2013 12:21:45 CEST	4.097,44	0,00	Real-time index
0	16/08/2013 12:21:30 CEST	4.097,49	0,00	Real-time index
0	16/08/2013 12:21:15 CEST	4.096,73	0,00	Real-time index
0	16/08/2013 12:21:00 CEST	4.096,66	0,00	Real-time index
0	16/08/2013 12:20:45 CEST	4.096,77	0,00	Real-time index
0	16/08/2013 12:20:30 CEST	4.097,01	0,00	Real-time index
0	16/08/2013 12:20:15 CEST	4.097,24	0,00	Real-time index
0	16/08/2013 12:20:00 CEST	4.097,59	0,00	Real-time index
0	16/08/2013 12:19:45 CEST	4.097,28	0,00	Real-time index
0	16/08/2013 12:19:30 CEST	4.097,02	0,00	Real-time index
0	16/08/2013 12:19:15 CEST	4.097,31	0,00	Real-time index
0	16/08/2013 12:19:00 CEST	4.097,28	0,00	Real-time index
0	16/08/2013 12:18:45 CEST	4.097,70	0,00	Real-time index
0	16/08/2013 12:18:30 CEST	4.097,87	0,00	Real-time index
0	16/08/2013 12:18:15 CEST	4.097,92	0,00	Real-time index
0	16/08/2013 12:18:00 CEST	4.098,02	0,00	Real-time index
0	16/08/2013 12:17:45 CEST	4.098,28	0,00	Real-time index
0	16/08/2013 12:17:30 CEST	4.098,06	0,00	Real-time index
0	16/08/2013 12:17:15 CEST	4.098,01	0,00	Real-time index
0	16/08/2013 12:17:00 CEST	4.099,37	0,00	Real-time index
0	16/08/2013 12:16:45 CEST	4.098,96	0,00	Real-time index
0	16/08/2013 12:16:30 CEST	4.097,98	0,00	Real-time index
0	16/08/2013 12:16:15 CEST	4.097,80	0,00	Real-time index
0	16/08/2013 12:16:00 CEST	4.097,67	0,00	Real-time index
0	16/08/2013 12:15:45 CEST	4.097,59	0,00	Real-time index
0	16/08/2013 12:15:30 CEST	4.097,07	0,00	Real-time index
0	16/08/2013 12:15:15 CEST	4.096,90	0,00	Real-time index
0	16/08/2013 12:15:00 CEST	4.098,24	0,00	Real-time index
0	16/08/2013 12:14:45 CEST	4.098,25	0,00	Real-time index
0	16/08/2013 12:14:30 CEST	4.098,06	0,00	Real-time index
0	16/08/2013 12:14:15 CEST	4.098,10	0,00	Real-time index
0	16/08/2013 12:14:00 CEST	4.098,09	0,00	Real-time index
0	16/08/2013 12:13:45 CEST	4.098,15	0,00	Real-time index
0	16/08/2013 12:13:30 CEST	4.098,24	0,00	Real-time index
0	16/08/2013 12:13:15 CEST	4.098,40	0,00	Real-time index
0	16/08/2013 12:13:00 CEST	4.098,53	0,00	Real-time index
0	16/08/2013 12:12:45 CEST	4.098,81	0,00	Real-time index
0	16/08/2013 12:12:30 CEST	4.098,94	0,00	Real-time index
0	16/08/2013 12:12:15 CEST	4.099,06	0,00	Real-time index
0	16/08/2013 12:12:00 CEST	4.099,63	0,00	Real-time index
0	16/08/2013 12:11:45 CEST	4.099,98	0,00	Real-time index
0	16/08/2013 12:11:30 CEST	4.099,91	0,00	Real-time index
0	16/08/2013 12:11:15 CEST	4.099,81	0,00	Real-time index
0	16/08/2013 12:11:00 CEST	4.100,79	0,00	Real-time index
0	16/08/2013 12:10:45 CEST	4.101,38	0,00	Real-time index
0	16/08/2013 12:10:30 CEST	4.101,63	0,00	Real-time index
0	16/08/2013 12:10:15 CEST	4.101,59	0,00	Real-time index
0	16/08/2013 12:10:00 CEST	4.101,92	0,00	Real-time index
0	16/08/2013 12:09:45 CEST	4.101,99	0,00	Real-time index
0	16/08/2013 12:09:30 CEST	4.101,78	0,00	Real-time index
0	16/08/2013 12:09:15 CEST	4.101,77	0,00	Real-time index
0	16/08/2013 12:08:45 CEST	4.101,63	0,00	Real-time index
0	16/08/2013 12:08:30 CEST	4.101,47	0,00	Real-time index
0	16/08/2013 12:08:15 CEST	4.101,54	0,00	Real-time index
0	16/08/2013 12:08:00 CEST	4.100,95	0,00	Real-time index
0	16/08/2013 12:07:45 CEST	4.100,83	0,00	Real-time index
0	16/08/2013 12:07:30 CEST	4.100,84	0,00	Real-time index
0	16/08/2013 12:07:15 CEST	4.100,76	0,00	Real-time index
0	16/08/2013 12:07:00 CEST	4.100,72	0,00	Real-time index
0	16/08/2013 12:06:45 CEST	4.101,31	0,00	Real-time index
0	16/08/2013 12:06:30 CEST	4.101,32	0,00	Real-time index
0	16/08/2013 12:06:15 CEST	4.101,17	0,00	Real-time index
0	16/08/2013 12:06:00 CEST	4.101,19	0,00	Real-time index
0	16/08/2013 12:05:45 CEST	4.101,22	0,00	Real-time index
0	16/08/2013 12:05:30 CEST	4.101,03	0,00	Real-time index
0	16/08/2013 12:05:15 CEST	4.101,05	0,00	Real-time index
0	16/08/2013 12:05:00 CEST	4.101,14	0,00	Real-time index
0	16/08/2013 12:04:45 CEST	4.101,16	0,00	Real-time index
0	16/08/2013 12:04:30 CEST	4.101,17	0,00	Real-time index
0	16/08/2013 12:04:15 CEST	4.102,01	0,00	Real-time index
0	16/08/2013 12:04:00 CEST	4.102,60	0,00	Real-time index
0	16/08/2013 12:03:45 CEST	4.102,78	0,00	Real-time index
0	16/08/2013 12:03:30 CEST	4.102,34	0,00	Real-time index
0	16/08/2013 12:03:15 CEST	4.101,53	0,00	Real-time index
0	16/08/2013 12:03:00 CEST	4.101,41	0,00	Real-time index
0	16/08/2013 12:02:45 CEST	4.101,28	0,00	Real-time index
0	16/08/2013 12:02:30 CEST	4.101,78	0,00	Real-time index
0	16/08/2013 12:02:15 CEST	4.101,91	0,00	Real-time index
0	16/08/2013 12:02:00 CEST	4.102,86	0,00	Real-time index
0	16/08/2013 12:01:45 CEST	4.103,14	0,00	Real-time index
0	16/08/2013 12:01:30 CEST	4.102,69	0,00	Real-time index
0	16/08/2013 12:01:15 CEST	4.102,93	0,00	Real-time index
0	16/08/2013 12:01:00 CEST	4.103,06	0,00	Real-time index
0	16/08/2013 12:00:45 CEST	4.103,43	0,00	Real-time index
0	16/08/2013 12:00:30 CEST	4.103,95	0,00	Real-time index
0	16/08/2013 12:00:15 CEST	4.104,55	0,00	Real-time index
0	16/08/2013 12:00:00 CEST	4.106,09	0,00	Real-time index
0	16/08/2013 11:59:45 CEST	4.104,54	0,00	Real-time index
0	16/08/2013 11:59:30 CEST	4.104,84	0,00	Real-time index
0	16/08/2013 11:59:15 CEST	4.105,61	0,00	Real-time index
0	16/08/2013 11:59:00 CEST	4.104,87	0,00	Real-time index
0	16/08/2013 11:58:45 CEST	4.103,13	0,00	Real-time index
0	16/08/2013 11:58:30 CEST	4.103,53	0,00	Real-time index
0	16/08/2013 11:58:15 CEST	4.102,70	0,00	Real-time index
0	16/08/2013 11:58:00 CEST	4.102,61	0,00	Real-time index
0	16/08/2013 11:57:45 CEST	4.101,15	0,00	Real-time index
0	16/08/2013 11:57:30 CEST	4.101,70	0,00	Real-time index
0	16/08/2013 11:57:15 CEST	4.102,82	0,00	Real-time index
0	16/08/2013 11:57:00 CEST	4.101,46	0,00	Real-time index
0	16/08/2013 11:56:45 CEST	4.102,64	0,00	Real-time index
0	16/08/2013 11:56:30 CEST	4.101,94	0,00	Real-time index
0	16/08/2013 11:56:15 CEST	4.101,56	0,00	Real-time index
0	16/08/2013 11:56:00 CEST	4.101,47	0,00	Real-time index
0	16/08/2013 11:55:45 CEST	4.101,19	0,00	Real-time index
0	16/08/2013 11:55:30 CEST	4.100,18	0,00	Real-time index
0	16/08/2013 11:55:15 CEST	4.101,33	0,00	Real-time index
0	16/08/2013 11:55:00 CEST	4.101,57	0,00	Real-time index
0	16/08/2013 11:54:45 CEST	4.102,31	0,00	Real-time index
0	16/08/2013 11:54:30 CEST	4.101,72	0,00	Real-time index
0	16/08/2013 11:54:15 CEST	4.101,81	0,00	Real-time index
0	16/08/2013 11:54:00 CEST	4.102,07	0,00	Real-time index
0	16/08/2013 11:53:45 CEST	4.101,83	0,00	Real-time index
0	16/08/2013 11:53:30 CEST	4.101,74	0,00	Real-time index
0	16/08/2013 11:53:15 CEST	4.101,21	0,00	Real-time index
0	16/08/2013 11:53:00 CEST	4.101,31	0,00	Real-time index
0	16/08/2013 11:52:45 CEST	4.101,40	0,00	Real-time index
0	16/08/2013 11:52:30 CEST	4.100,91	0,00	Real-time index
0	16/08/2013 11:52:15 CEST	4.099,96	0,00	Real-time index
0	16/08/2013 11:52:00 CEST	4.101,16	0,00	Real-time index
0	16/08/2013 11:51:45 CEST	4.099,87	0,00	Real-time index
0	16/08/2013 11:51:30 CEST	4.099,59	0,00	Real-time index
0	16/08/2013 11:51:15 CEST	4.100,79	0,00	Real-time index
0	16/08/2013 11:51:00 CEST	4.100,29	0,00	Real-time index
0	16/08/2013 11:50:45 CEST	4.100,76	0,00	Real-time index
0	16/08/2013 11:50:30 CEST	4.102,46	0,00	Real-time index
0	16/08/2013 11:50:15 CEST	4.102,26	0,00	Real-time index
0	16/08/2013 11:50:00 CEST	4.098,81	0,00	Real-time index
0	16/08/2013 11:49:45 CEST	4.096,09	0,00	Real-time index
0	16/08/2013 11:49:30 CEST	4.095,95	0,00	Real-time index
0	16/08/2013 11:49:15 CEST	4.095,36	0,00	Real-time index
0	16/08/2013 11:49:00 CEST	4.095,14	0,00	Real-time index
0	16/08/2013 11:48:45 CEST	4.095,09	0,00	Real-time index
0	16/08/2013 11:48:30 CEST	4.095,14	0,00	Real-time index
0	16/08/2013 11:48:15 CEST	4.096,71	0,00	Real-time index
0	16/08/2013 11:48:00 CEST	4.098,25	0,00	Real-time index
0	16/08/2013 11:47:45 CEST	4.099,03	0,00	Real-time index
0	16/08/2013 11:47:30 CEST	4.098,94	0,00	Real-time index
0	16/08/2013 11:47:15 CEST	4.097,72	0,00	Real-time index
0	16/08/2013 11:47:00 CEST	4.095,77	0,00	Real-time index
0	16/08/2013 11:46:45 CEST	4.093,39	0,00	Real-time index
0	16/08/2013 11:46:30 CEST	4.091,88	0,00	Real-time index
0	16/08/2013 11:46:15 CEST	4.091,09	0,00	Real-time index
0	16/08/2013 11:46:00 CEST	4.090,60	0,00	Real-time index
0	16/08/2013 11:45:45 CEST	4.090,55	0,00	Real-time index
0	16/08/2013 11:45:30 CEST	4.090,62	0,00	Real-time index
0	16/08/2013 11:45:15 CEST	4.090,60	0,00	Real-time index
0	16/08/2013 11:45:00 CEST	4.090,64	0,00	Real-time index
0	16/08/2013 11:44:45 CEST	4.090,66	0,00	Real-time index
0	16/08/2013 11:44:30 CEST	4.089,57	0,00	Real-time index
0	16/08/2013 11:44:15 CEST	4.089,54	0,00	Real-time index
0	16/08/2013 11:44:00 CEST	4.089,44	0,00	Real-time index
0	16/08/2013 11:43:45 CEST	4.089,17	0,00	Real-time index
0	16/08/2013 11:43:30 CEST	4.089,27	0,00	Real-time index
0	16/08/2013 11:43:15 CEST	4.088,68	0,00	Real-time index
0	16/08/2013 11:43:00 CEST	4.088,55	0,00	Real-time index
0	16/08/2013 11:42:45 CEST	4.088,71	0,00	Real-time index
0	16/08/2013 11:42:30 CEST	4.090,21	0,00	Real-time index
0	16/08/2013 11:42:15 CEST	4.090,79	0,00	Real-time index
0	16/08/2013 11:42:00 CEST	4.090,92	0,00	Real-time index
0	16/08/2013 11:41:45 CEST	4.090,76	0,00	Real-time index
0	16/08/2013 11:41:30 CEST	4.090,89	0,00	Real-time index
0	16/08/2013 11:41:15 CEST	4.091,21	0,00	Real-time index
0	16/08/2013 11:41:00 CEST	4.091,60	0,00	Real-time index
0	16/08/2013 11:40:45 CEST	4.091,93	0,00	Real-time index
0	16/08/2013 11:40:30 CEST	4.092,17	0,00	Real-time index
0	16/08/2013 11:40:15 CEST	4.092,22	0,00	Real-time index
0	16/08/2013 11:40:00 CEST	4.092,01	0,00	Real-time index
0	16/08/2013 11:39:45 CEST	4.092,40	0,00	Real-time index
0	16/08/2013 11:39:30 CEST	4.092,19	0,00	Real-time index
0	16/08/2013 11:39:15 CEST	4.091,45	0,00	Real-time index
0	16/08/2013 11:39:00 CEST	4.091,47	0,00	Real-time index
0	16/08/2013 11:38:45 CEST	4.090,73	0,00	Real-time index
0	16/08/2013 11:38:30 CEST	4.090,92	0,00	Real-time index
0	16/08/2013 11:38:15 CEST	4.090,43	0,00	Real-time index
0	16/08/2013 11:38:00 CEST	4.090,29	0,00	Real-time index
0	16/08/2013 11:37:45 CEST	4.090,18	0,00	Real-time index
0	16/08/2013 11:37:30 CEST	4.090,48	0,00	Real-time index
0	16/08/2013 11:37:15 CEST	4.089,97	0,00	Real-time index
0	16/08/2013 11:37:00 CEST	4.090,02	0,00	Real-time index
0	16/08/2013 11:36:45 CEST	4.089,66	0,00	Real-time index
0	16/08/2013 11:36:30 CEST	4.090,14	0,00	Real-time index
0	16/08/2013 11:36:15 CEST	4.089,83	0,00	Real-time index
0	16/08/2013 11:36:00 CEST	4.089,69	0,00	Real-time index
0	16/08/2013 11:35:45 CEST	4.089,79	0,00	Real-time index
0	16/08/2013 11:35:30 CEST	4.089,64	0,00	Real-time index
0	16/08/2013 11:35:15 CEST	4.089,26	0,00	Real-time index
0	16/08/2013 11:35:00 CEST	4.089,18	0,00	Real-time index
0	16/08/2013 11:34:45 CEST	4.089,22	0,00	Real-time index
0	16/08/2013 11:34:30 CEST	4.089,41	0,00	Real-time index
0	16/08/2013 11:34:15 CEST	4.089,65	0,00	Real-time index
0	16/08/2013 11:34:00 CEST	4.089,96	0,00	Real-time index
0	16/08/2013 11:33:45 CEST	4.088,60	0,00	Real-time index
0	16/08/2013 11:33:30 CEST	4.089,11	0,00	Real-time index
0	16/08/2013 11:33:15 CEST	4.089,68	0,00	Real-time index
0	16/08/2013 11:33:00 CEST	4.090,26	0,00	Real-time index
0	16/08/2013 11:32:45 CEST	4.090,54	0,00	Real-time index
0	16/08/2013 11:32:30 CEST	4.090,10	0,00	Real-time index
0	16/08/2013 11:32:15 CEST	4.090,03	0,00	Real-time index
0	16/08/2013 11:32:00 CEST	4.090,39	0,00	Real-time index
0	16/08/2013 11:31:45 CEST	4.090,99	0,00	Real-time index
0	16/08/2013 11:31:30 CEST	4.091,02	0,00	Real-time index
0	16/08/2013 11:31:15 CEST	4.090,86	0,00	Real-time index
0	16/08/2013 11:31:00 CEST	4.090,77	0,00	Real-time index
0	16/08/2013 11:30:45 CEST	4.090,03	0,00	Real-time index
0	16/08/2013 11:30:30 CEST	4.090,15	0,00	Real-time index
0	16/08/2013 11:30:15 CEST	4.090,11	0,00	Real-time index
0	16/08/2013 11:30:00 CEST	4.089,56	0,00	Real-time index
0	16/08/2013 11:29:45 CEST	4.090,34	0,00	Real-time index
0	16/08/2013 11:29:30 CEST	4.090,65	0,00	Real-time index
0	16/08/2013 11:29:15 CEST	4.090,78	0,00	Real-time index
0	16/08/2013 11:29:00 CEST	4.090,83	0,00	Real-time index
0	16/08/2013 11:28:45 CEST	4.090,75	0,00	Real-time index
0	16/08/2013 11:28:30 CEST	4.090,87	0,00	Real-time index
0	16/08/2013 11:28:15 CEST	4.090,94	0,00	Real-time index
0	16/08/2013 11:28:00 CEST	4.091,43	0,00	Real-time index
0	16/08/2013 11:27:45 CEST	4.091,39	0,00	Real-time index
0	16/08/2013 11:27:30 CEST	4.091,80	0,00	Real-time index
0	16/08/2013 11:27:15 CEST	4.091,75	0,00	Real-time index
0	16/08/2013 11:27:00 CEST	4.092,10	0,00	Real-time index
0	16/08/2013 11:26:45 CEST	4.092,27	0,00	Real-time index
0	16/08/2013 11:26:30 CEST	4.092,80	0,00	Real-time index
0	16/08/2013 11:26:15 CEST	4.092,93	0,00	Real-time index
0	16/08/2013 11:26:00 CEST	4.093,17	0,00	Real-time index
0	16/08/2013 11:25:45 CEST	4.093,85	0,00	Real-time index
0	16/08/2013 11:25:30 CEST	4.093,84	0,00	Real-time index
0	16/08/2013 11:25:15 CEST	4.093,81	0,00	Real-time index
0	16/08/2013 11:25:00 CEST	4.093,39	0,00	Real-time index
0	16/08/2013 11:24:45 CEST	4.093,35	0,00	Real-time index
0	16/08/2013 11:24:30 CEST	4.093,48	0,00	Real-time index
0	16/08/2013 11:24:15 CEST	4.093,14	0,00	Real-time index
0	16/08/2013 11:24:00 CEST	4.091,84	0,00	Real-time index
0	16/08/2013 11:23:45 CEST	4.091,88	0,00	Real-time index
0	16/08/2013 11:23:30 CEST	4.091,96	0,00	Real-time index
0	16/08/2013 11:23:00 CEST	4.091,93	0,00	Real-time index
0	16/08/2013 11:22:45 CEST	4.091,51	0,00	Real-time index
0	16/08/2013 11:22:30 CEST	4.091,43	0,00	Real-time index
0	16/08/2013 11:22:15 CEST	4.091,28	0,00	Real-time index
0	16/08/2013 11:22:00 CEST	4.091,32	0,00	Real-time index
0	16/08/2013 11:21:45 CEST	4.091,22	0,00	Real-time index
0	16/08/2013 11:21:30 CEST	4.091,31	0,00	Real-time index
0	16/08/2013 11:21:15 CEST	4.091,47	0,00	Real-time index
0	16/08/2013 11:21:00 CEST	4.091,59	0,00	Real-time index
0	16/08/2013 11:20:45 CEST	4.091,77	0,00	Real-time index
